Customer_ID,Gender,Age,Income,Car_Type,Marital_Status,Has_Children,Education,Credit_Score,Purchased
CUST11181,Female,29.0,45117.0,Truck,Married,No,Master,704.0,Yes
CUST10693,Female,49.0,44727.0,Sedan,Married,Yes,Bachelor,651.0,Yes
CUST14697,Male,26.0,42960.0,SUV,Divorced,No,High School,638.0,No
CUST13824,Female,32.0,43623.0,Sedan,Married,No,Master,678.0,Yes
CUST12154,Female,46.0,40798.0,Hatchback,Married,No,Bachelor,705.0,No
CUST14035,Male,29.0,34869.0,Hatchback,Divorced,Yes,High School,724.0,Yes
CUST14830,Female,27.0,34521.0,Sedan,Married,Yes,Bachelor,659.0,No
CUST11564,Male,34.0,36506.0,SUV,Married,Yes,Bachelor,599.0,Yes
CUST11231,Female,33.0,51506.0,Sedan,Divorced,No,Master,676.0,No
CUST14836,Female,27.0,24425.0,Sedan,Divorced,No,PhD,576.0,No
CUST10196,Female,21.0,25352.0,Luxury,Married,No,Master,668.0,No
CUST11330,Female,20.0,33576.0,SUV,Single,No,Bachelor,650.0,No
CUST11593,Female,56.0,57848.0,Sedan,Married,Yes,Bachelor,696.0,Yes
CUST11073,Male,59.0,21232.0,SUV,Married,No,Master,635.0,No
CUST10879,Male,48.0,37074.0,Truck,Married,Yes,Bachelor,623.0,Yes
CUST11255,Male,42.0,63030.0,Sedan,Divorced,No,Bachelor,720.0,Yes
CUST14308,Male,42.0,49714.0,Sedan,Married,No,Master,632.0,No
CUST11871,Male,36.0,45858.0,Sedan,Married,Yes,Master,707.0,Yes
CUST11741,Female,50.0,48015.0,Truck,Married,No,Master,607.0,No
CUST10887,Male,34.0,36045.0,SUV,Single,No,Bachelor,689.0,No
CUST11973,Male,30.0,32024.0,SUV,Single,Yes,Bachelor,519.0,Yes
CUST10068,Female,28.0,30486.0,Sedan,Single,Yes,PhD,747.0,Yes
CUST14758,Male,43.0,24886.0,Truck,Divorced,No,PhD,705.0,No
CUST12722,Female,42.0,43932.0,Luxury,Single,No,High School,653.0,Yes
CUST10568,Female,51.0,33044.0,SUV,Single,No,High School,798.0,No
CUST14332,Male,43.0,34688.0,Sedan,Single,Yes,Master,761.0,Yes
CUST10096,Male,27.0,37646.0,Hatchback,Single,Yes,Master,684.0,Yes
CUST11038,Female,60.0,44286.0,Hatchback,Single,No,High School,773.0,No
CUST11451,Female,29.0,22927.0,SUV,Married,Yes,High School,683.0,No
CUST10139,Male,40.0,27446.0,SUV,Single,Yes,PhD,661.0,Yes
CUST11507,Male,29.0,65555.0,Truck,Married,No,Master,711.0,Yes
CUST12647,Female,20.0,27292.0,SUV,Divorced,Yes,Bachelor,717.0,No
CUST14622,Male,32.0,20000.0,Hatchback,Single,Yes,High School,645.0,No
CUST14710,Male,37.0,32329.0,Sedan,Married,Yes,High School,726.0,No
CUST12718,Male,45.0,58333.0,SUV,Married,Yes,Bachelor,731.0,Yes
CUST12067,Male,43.0,21305.0,Truck,Single,No,Bachelor,727.0,No
CUST11606,Male,35.0,58009.0,SUV,Divorced,No,Bachelor,546.0,No
CUST11419,Female,38.0,68288.0,Hatchback,Divorced,No,Bachelor,707.0,Yes
CUST11751,Female,57.0,27367.0,SUV,Widowed,No,Master,622.0,No
CUST14979,Female,45.0,30993.0,Sedan,Married,Yes,Bachelor,697.0,Yes
CUST10463,Male,55.0,52622.0,Hatchback,Married,Yes,Master,762.0,No
CUST12369,Male,41.0,27992.0,Sedan,Divorced,No,Bachelor,733.0,No
CUST13194,Male,35.0,38515.0,Luxury,Single,Yes,Master,751.0,No
CUST12063,Female,29.0,56537.0,SUV,Divorced,No,Bachelor,686.0,No
CUST10594,Female,39.0,45795.0,Hatchback,Married,No,Bachelor,758.0,Yes
CUST11360,Female,29.0,40169.0,Truck,Married,Yes,Master,646.0,Yes
CUST10625,Male,35.0,25988.0,SUV,Married,Yes,Master,706.0,Yes
CUST10450,Male,25.0,26578.0,SUV,Married,Yes,Bachelor,636.0,Yes
CUST12879,Male,19.0,47509.0,Sedan,Married,No,High School,717.0,Yes
CUST14016,Male,24.0,57428.0,Luxury,Divorced,No,Master,778.0,No
CUST11101,Male,41.0,20783.0,SUV,Married,Yes,Bachelor,780.0,Yes
CUST12623,Female,41.0,31442.0,SUV,Married,No,Bachelor,762.0,Yes
CUST14801,Male,43.0,32575.0,Hatchback,Married,Yes,PhD,689.0,Yes
CUST10996,Female,45.0,26620.0,SUV,Married,Yes,High School,850.0,Yes
CUST14222,Male,36.0,42400.0,Sedan,Single,No,Bachelor,704.0,Yes
CUST14397,Female,32.0,20941.0,Truck,Married,Yes,High School,765.0,Yes
CUST12893,Female,50.0,38074.0,Truck,Single,No,High School,686.0,No
CUST14015,Female,41.0,35125.0,Sedan,Married,Yes,Bachelor,635.0,No
CUST14742,Female,57.0,20000.0,Luxury,Married,No,High School,771.0,No
CUST14323,Male,43.0,27033.0,Sedan,Married,No,Bachelor,717.0,Yes
CUST13939,Male,26.0,32930.0,SUV,Single,No,Master,583.0,Yes
CUST14715,Female,39.0,64483.0,SUV,Married,Yes,Bachelor,610.0,Yes
CUST10999,Female,32.0,21623.0,Luxury,Divorced,Yes,High School,737.0,No
CUST11471,Male,54.0,36812.0,SUV,Divorced,No,Bachelor,817.0,Yes
CUST14309,Male,30.0,51091.0,Sedan,Married,Yes,Bachelor,647.0,No
CUST10192,Male,34.0,39226.0,Sedan,Married,Yes,Bachelor,657.0,No
CUST13806,Male,36.0,33255.0,Truck,Divorced,No,High School,612.0,No
CUST14213,Male,38.0,32086.0,Luxury,Married,No,PhD,667.0,No
CUST14804,Female,31.0,38222.0,Luxury,Married,Yes,PhD,689.0,No
CUST14263,Female,33.0,39873.0,Hatchback,Married,Yes,Bachelor,640.0,No
CUST14457,Male,50.0,57265.0,Hatchback,Married,Yes,Master,667.0,No
CUST12057,Female,30.0,45599.0,Hatchback,Married,Yes,Bachelor,693.0,Yes
CUST13948,Male,45.0,27427.0,Sedan,Married,Yes,Master,762.0,Yes
CUST11992,Male,53.0,64265.0,SUV,Married,Yes,High School,784.0,Yes
CUST11729,Male,57.0,50591.0,SUV,Single,Yes,Master,708.0,Yes
CUST13528,Male,25.0,28662.0,Sedan,Single,No,Master,663.0,No
CUST14225,Female,53.0,41297.0,SUV,Single,No,Master,751.0,Yes
CUST12182,Female,29.0,50824.0,Truck,Single,Yes,High School,711.0,No
CUST12707,Female,31.0,24279.0,Sedan,Single,No,Master,761.0,No
CUST13021,Female,35.0,50431.0,SUV,Single,No,Bachelor,670.0,Yes
CUST11744,Male,43.0,37573.0,SUV,Married,Yes,Bachelor,637.0,Yes
CUST12481,Female,44.0,38358.0,Sedan,Married,Yes,High School,705.0,Yes
CUST13616,Male,31.0,45113.0,Truck,Married,Yes,Master,775.0,Yes
CUST14953,Female,21.0,26353.0,Hatchback,Single,No,Bachelor,627.0,No
CUST10191,Female,45.0,59218.0,Sedan,Single,Yes,High School,622.0,Yes
CUST11747,Male,31.0,34592.0,Hatchback,Single,Yes,Bachelor,740.0,Yes
CUST13235,Male,47.0,23151.0,Luxury,Divorced,No,Master,647.0,No
CUST13312,Female,58.0,28653.0,Hatchback,Single,No,Bachelor,770.0,No
CUST12755,Female,39.0,22498.0,SUV,Married,Yes,High School,617.0,No
CUST12218,Male,56.0,29758.0,Luxury,Married,Yes,Bachelor,702.0,No
CUST14310,Female,57.0,53148.0,SUV,Divorced,No,Bachelor,713.0,No
CUST11652,Female,49.0,48150.0,Luxury,Single,No,Bachelor,754.0,No
CUST11837,Female,55.0,23565.0,Sedan,Single,Yes,High School,619.0,No
CUST13707,Female,56.0,39589.0,Sedan,Married,No,High School,722.0,No
CUST11477,Female,70.0,48887.0,Hatchback,Married,Yes,High School,691.0,No
CUST13456,Female,57.0,36938.0,SUV,Single,Yes,Master,716.0,Yes
CUST14043,Female,65.0,20000.0,Sedan,Single,No,High School,704.0,Yes
CUST11694,Male,41.0,47434.0,Luxury,Single,Yes,Bachelor,748.0,No
CUST10166,Female,33.0,45247.0,SUV,Married,Yes,Master,618.0,Yes
CUST12004,Male,44.0,34775.0,Truck,Married,Yes,Master,746.0,Yes
CUST11295,Female,36.0,37858.0,SUV,Married,Yes,Bachelor,759.0,Yes
CUST11024,Male,37.0,36136.0,Truck,Married,Yes,Master,669.0,Yes
CUST14394,Male,41.0,68837.0,Luxury,Married,Yes,Bachelor,670.0,Yes
CUST12284,Male,52.0,32161.0,Sedan,Married,Yes,Master,692.0,Yes
CUST13628,Male,33.0,20400.0,SUV,Married,Yes,PhD,715.0,Yes
CUST13951,Female,40.0,23861.0,Sedan,Single,Yes,Master,641.0,No
CUST14977,Male,57.0,51247.0,SUV,Married,Yes,Master,593.0,Yes
CUST11103,Male,37.0,27550.0,SUV,Single,Yes,High School,709.0,No
CUST13011,Male,27.0,24345.0,Sedan,Married,Yes,Master,630.0,No
CUST10152,Female,31.0,41895.0,Hatchback,Married,No,Master,548.0,Yes
CUST12577,Male,19.0,60226.0,Sedan,Single,Yes,Bachelor,685.0,No
CUST14722,Male,59.0,41229.0,Hatchback,Single,Yes,High School,676.0,No
CUST13861,Male,53.0,43789.0,Truck,Divorced,Yes,Bachelor,766.0,Yes
CUST13708,Female,55.0,51101.0,Hatchback,Married,No,Bachelor,775.0,Yes
CUST13849,Male,37.0,44919.0,Luxury,Married,Yes,Master,709.0,Yes
CUST13026,Male,38.0,28054.0,SUV,Married,Yes,High School,757.0,Yes
CUST14165,Male,68.0,30136.0,Luxury,Single,No,Bachelor,711.0,No
CUST13750,Female,18.0,27420.0,SUV,Divorced,No,Bachelor,680.0,No
CUST14858,Male,41.0,31207.0,Hatchback,Married,Yes,High School,651.0,Yes
CUST11405,Male,56.0,34729.0,Hatchback,Widowed,Yes,Master,711.0,No
CUST11618,Male,45.0,43179.0,Sedan,Married,No,Master,688.0,Yes
CUST10031,Male,36.0,34078.0,Truck,Married,Yes,Bachelor,678.0,Yes
CUST10937,Female,37.0,50473.0,Luxury,Married,Yes,Bachelor,657.0,No
CUST11253,Female,27.0,34816.0,Truck,Married,Yes,PhD,651.0,Yes
CUST14692,Female,47.0,81789.0,Truck,Single,No,Bachelor,669.0,Yes
CUST11321,Female,42.0,54234.0,Hatchback,Divorced,No,Bachelor,711.0,No
CUST10309,Female,29.0,46219.0,SUV,Married,Yes,Master,741.0,Yes
CUST12592,Female,51.0,21928.0,Truck,Married,Yes,Bachelor,776.0,No
CUST13008,Male,30.0,40296.0,Truck,Married,Yes,Master,643.0,Yes
CUST13167,Female,61.0,23499.0,SUV,Divorced,Yes,Master,608.0,No
CUST14572,Female,44.0,31159.0,Sedan,Single,Yes,Master,648.0,Yes
CUST10495,Female,67.0,39732.0,SUV,Married,No,High School,651.0,No
CUST10205,Female,41.0,61516.0,SUV,Single,No,Bachelor,695.0,Yes
CUST14511,Male,27.0,32753.0,SUV,Single,No,Master,630.0,Yes
CUST13660,Male,40.0,20000.0,Sedan,Divorced,Yes,Bachelor,708.0,No
CUST13894,Female,45.0,38599.0,SUV,Married,Yes,Bachelor,756.0,Yes
CUST10305,Male,56.0,51337.0,Sedan,Single,No,Bachelor,710.0,Yes
CUST13856,Female,26.0,20000.0,SUV,Married,No,PhD,677.0,Yes
CUST14717,Female,37.0,54697.0,Hatchback,Married,No,Bachelor,648.0,Yes
CUST11061,Female,58.0,23368.0,Sedan,Married,Yes,Bachelor,763.0,Yes
CUST10843,Female,41.0,29667.0,Sedan,Divorced,No,Bachelor,762.0,No
CUST14931,Male,30.0,37856.0,Sedan,Divorced,No,Bachelor,698.0,No
CUST12892,Male,30.0,43839.0,SUV,Married,Yes,High School,642.0,Yes
CUST10211,Male,39.0,23853.0,Luxury,Divorced,No,Bachelor,707.0,Yes
CUST11108,Female,40.0,33361.0,Luxury,Married,Yes,Bachelor,600.0,No
CUST13778,Female,22.0,38236.0,Sedan,Married,No,High School,670.0,No
CUST10679,Male,36.0,41059.0,Sedan,Married,Yes,Bachelor,746.0,Yes
CUST10565,Female,39.0,42034.0,Hatchback,Single,Yes,Bachelor,745.0,Yes
CUST11158,Male,36.0,38142.0,SUV,Single,Yes,PhD,664.0,Yes
CUST13641,Female,60.0,51707.0,Hatchback,Married,Yes,Master,696.0,Yes
CUST10680,Male,54.0,45494.0,SUV,Single,No,Bachelor,662.0,No
CUST10180,Female,40.0,28492.0,Luxury,Widowed,No,High School,669.0,No
CUST12706,Male,39.0,37810.0,Hatchback,Married,Yes,Bachelor,706.0,Yes
CUST13172,Female,45.0,35431.0,SUV,Married,Yes,Bachelor,666.0,Yes
CUST12630,Female,27.0,22822.0,Sedan,Divorced,No,High School,642.0,No
CUST14306,Female,23.0,61267.0,SUV,Married,Yes,PhD,706.0,Yes
CUST10278,Female,43.0,40645.0,Sedan,Widowed,No,Master,572.0,Yes
CUST11550,Female,26.0,30411.0,Sedan,Married,Yes,Bachelor,712.0,Yes
CUST14217,Female,32.0,29619.0,SUV,Single,No,PhD,695.0,No
CUST10432,Female,31.0,56165.0,Sedan,Married,Yes,High School,622.0,Yes
CUST10289,Female,62.0,42093.0,Hatchback,Divorced,No,Bachelor,644.0,No
CUST11027,Female,24.0,24801.0,SUV,Single,No,PhD,615.0,No
CUST10535,Female,34.0,40125.0,SUV,Married,Yes,Bachelor,725.0,Yes
CUST13488,Female,43.0,32105.0,Truck,Married,Yes,Bachelor,684.0,Yes
CUST10188,Male,59.0,31130.0,SUV,Divorced,No,Bachelor,623.0,Yes
CUST12224,Female,34.0,64179.0,Sedan,Married,Yes,Bachelor,708.0,Yes
CUST13982,Male,56.0,42168.0,SUV,Married,Yes,Master,777.0,Yes
CUST14498,Male,24.0,31462.0,SUV,Single,No,Bachelor,594.0,No
CUST10270,Female,31.0,46614.0,SUV,Married,No,Master,674.0,Yes
CUST14866,Male,39.0,41560.0,Luxury,Married,No,Master,638.0,No
CUST10926,Female,37.0,43918.0,Sedan,Married,No,Bachelor,647.0,Yes
CUST12194,Male,39.0,48889.0,Hatchback,Single,Yes,High School,729.0,No
CUST13758,Female,58.0,60592.0,Sedan,Married,Yes,Bachelor,673.0,Yes
CUST10111,Male,34.0,45371.0,Truck,Married,Yes,High School,688.0,No
CUST11965,Female,33.0,73836.0,SUV,Single,Yes,Bachelor,651.0,Yes
CUST10220,Female,36.0,20000.0,Hatchback,Married,No,PhD,718.0,Yes
CUST13504,Male,54.0,22862.0,SUV,Single,No,High School,785.0,Yes
CUST10627,Female,43.0,31066.0,Truck,Single,No,Master,649.0,Yes
CUST13694,Male,38.0,34433.0,Sedan,Married,Yes,High School,777.0,Yes
CUST13414,Female,37.0,47037.0,Truck,Divorced,No,PhD,715.0,Yes
CUST12522,Female,36.0,36878.0,Hatchback,Divorced,No,PhD,690.0,Yes
CUST10790,Female,30.0,27017.0,Sedan,Married,No,Bachelor,627.0,No
CUST13317,Male,51.0,38543.0,Luxury,Widowed,No,Bachelor,684.0,No
CUST10461,Female,34.0,53584.0,SUV,Single,No,PhD,694.0,No
CUST14435,Male,32.0,26026.0,Sedan,Single,No,Bachelor,706.0,Yes
CUST10551,Female,28.0,74916.0,SUV,Single,No,Bachelor,614.0,No
CUST11175,Female,38.0,29524.0,Sedan,Widowed,No,Bachelor,750.0,No
CUST11192,Male,20.0,64447.0,Truck,Married,Yes,Bachelor,721.0,Yes
CUST10198,Male,38.0,22342.0,SUV,Married,Yes,Master,694.0,Yes
CUST12634,Female,57.0,52167.0,Luxury,Single,No,Master,698.0,No
CUST12316,Male,44.0,46583.0,SUV,Divorced,No,Bachelor,720.0,Yes
CUST10402,Female,59.0,46301.0,Hatchback,Married,Yes,Bachelor,612.0,No
CUST13107,Female,44.0,29425.0,SUV,Married,Yes,Bachelor,624.0,No
CUST12172,Female,56.0,50065.0,SUV,Married,No,PhD,582.0,No
CUST14799,Male,29.0,29898.0,Truck,Married,No,Bachelor,628.0,Yes
CUST14355,Female,19.0,31908.0,SUV,Divorced,No,PhD,736.0,No
CUST14771,Male,66.0,31677.0,SUV,Divorced,No,Master,759.0,No
CUST14709,Female,43.0,47527.0,SUV,Widowed,No,PhD,578.0,Yes
CUST10650,Female,31.0,39842.0,Luxury,Divorced,Yes,Bachelor,704.0,No
CUST10708,Male,38.0,33814.0,Sedan,Divorced,No,PhD,613.0,Yes
CUST11526,Male,31.0,44624.0,SUV,Single,No,Bachelor,637.0,No
CUST14447,Male,36.0,46410.0,Sedan,Married,No,PhD,663.0,Yes
CUST11485,Male,31.0,20000.0,SUV,Married,No,Bachelor,628.0,Yes
CUST11891,Female,57.0,58567.0,SUV,Married,Yes,High School,681.0,Yes
CUST12750,Male,61.0,77821.0,Luxury,Single,No,Master,674.0,No
CUST10314,Male,37.0,58994.0,SUV,Married,Yes,Bachelor,640.0,Yes
CUST14135,Female,68.0,26576.0,Sedan,Divorced,No,PhD,788.0,No
CUST14507,Male,37.0,25403.0,Luxury,Married,Yes,High School,687.0,Yes
CUST10113,Male,53.0,45178.0,Sedan,Single,Yes,Master,709.0,Yes
CUST10960,Female,19.0,40453.0,Hatchback,Divorced,Yes,Bachelor,567.0,No
CUST12960,Female,35.0,28121.0,Luxury,Married,No,Bachelor,705.0,Yes
CUST12295,Male,54.0,50101.0,Hatchback,Married,No,Bachelor,702.0,Yes
CUST13832,Female,33.0,40193.0,Truck,Married,Yes,Master,723.0,Yes
CUST13379,Male,53.0,32890.0,Sedan,Married,Yes,High School,776.0,Yes
CUST13585,Female,30.0,37986.0,Sedan,Single,No,Bachelor,675.0,No
CUST12277,Female,45.0,34996.0,Luxury,Married,No,High School,664.0,Yes
CUST13249,Female,32.0,49941.0,Luxury,Married,Yes,Bachelor,725.0,No
CUST11244,Female,28.0,35272.0,Sedan,Single,Yes,Master,651.0,Yes
CUST13898,Female,29.0,56726.0,Hatchback,Married,Yes,Master,626.0,Yes
CUST14561,Male,50.0,48829.0,Luxury,Single,No,Master,648.0,No
CUST11873,Female,40.0,22664.0,Sedan,Married,No,Bachelor,793.0,Yes
CUST14414,Female,55.0,27708.0,SUV,Single,No,PhD,643.0,No
CUST12535,Female,30.0,39879.0,Sedan,Single,No,Bachelor,726.0,Yes
CUST10326,Male,34.0,47639.0,Hatchback,Single,Yes,Master,678.0,No
CUST10604,Male,37.0,30886.0,Hatchback,Single,No,Master,676.0,Yes
CUST14223,Female,45.0,78705.0,Sedan,Single,No,Bachelor,777.0,No
CUST14190,Female,40.0,27629.0,Sedan,Single,No,PhD,789.0,No
CUST13691,Female,30.0,51682.0,Hatchback,Widowed,No,Bachelor,808.0,Yes
CUST11874,Male,19.0,30977.0,SUV,Married,No,High School,734.0,Yes
CUST11532,Female,26.0,37581.0,Truck,Married,No,Master,672.0,No
CUST14838,Male,34.0,56860.0,Hatchback,Married,No,PhD,702.0,Yes
CUST11406,Female,37.0,36513.0,Luxury,Married,Yes,Master,609.0,Yes
CUST13382,Male,29.0,27157.0,SUV,Married,Yes,Bachelor,625.0,Yes
CUST11468,Female,28.0,64956.0,SUV,Married,Yes,Bachelor,706.0,Yes
CUST11767,Female,29.0,47552.0,Truck,Divorced,No,Master,629.0,No
CUST14233,Male,33.0,42538.0,SUV,Married,No,Bachelor,719.0,Yes
CUST10789,Female,36.0,64713.0,SUV,Single,No,Bachelor,747.0,Yes
CUST12303,Male,18.0,20000.0,Sedan,Divorced,No,Master,756.0,No
CUST13716,Male,36.0,40358.0,Sedan,Single,Yes,High School,647.0,Yes
CUST11541,Male,65.0,49845.0,Sedan,Married,Yes,Bachelor,809.0,No
CUST10871,Female,41.0,43670.0,Sedan,Single,No,Bachelor,671.0,No
CUST11752,Male,38.0,81583.0,SUV,Married,Yes,Bachelor,751.0,Yes
CUST12498,Male,23.0,22664.0,SUV,Married,Yes,Master,636.0,Yes
CUST11361,Male,60.0,34835.0,SUV,Married,No,PhD,728.0,Yes
CUST10073,Female,46.0,37950.0,SUV,Married,No,Bachelor,784.0,Yes
CUST13399,Female,34.0,77475.0,Luxury,Divorced,No,Master,604.0,No
CUST11784,Male,37.0,78517.0,Hatchback,Married,Yes,Bachelor,711.0,No
CUST11383,Male,40.0,27763.0,SUV,Divorced,No,Bachelor,741.0,No
CUST13259,Male,56.0,32695.0,Luxury,Married,Yes,Master,761.0,Yes
CUST12005,Female,49.0,22595.0,Truck,Married,Yes,Bachelor,690.0,No
CUST14608,Female,39.0,26391.0,Sedan,Single,Yes,Master,673.0,Yes
CUST13872,Female,60.0,43389.0,SUV,Married,Yes,Bachelor,755.0,Yes
CUST12282,Male,30.0,36023.0,Luxury,Married,Yes,PhD,645.0,No
CUST12934,Male,56.0,42790.0,Truck,Married,Yes,PhD,740.0,No
CUST14759,Male,45.0,69076.0,Hatchback,Divorced,No,High School,608.0,No
CUST10494,Male,18.0,39764.0,Luxury,Married,Yes,Master,704.0,No
CUST13184,Female,27.0,23913.0,SUV,Married,No,Master,695.0,Yes
CUST12227,Male,28.0,24990.0,Sedan,Married,No,Bachelor,695.0,No
CUST11703,Female,40.0,41812.0,Luxury,Widowed,Yes,Master,661.0,No
CUST11164,Male,33.0,41164.0,Truck,Single,No,Bachelor,599.0,No
CUST13699,Female,43.0,40727.0,SUV,Married,Yes,Bachelor,634.0,Yes
CUST12127,Female,27.0,25735.0,Sedan,Married,No,Master,601.0,No
CUST12584,Male,50.0,46733.0,Hatchback,Divorced,No,Master,744.0,Yes
CUST12552,Male,27.0,60351.0,Hatchback,Married,No,Bachelor,681.0,Yes
CUST12191,Female,33.0,80954.0,Truck,Married,Yes,PhD,671.0,Yes
CUST10618,Female,58.0,28842.0,Truck,Married,Yes,High School,712.0,Yes
CUST12457,Female,44.0,80381.0,SUV,Married,Yes,Master,677.0,Yes
CUST11743,Male,57.0,32801.0,SUV,Married,No,Master,633.0,Yes
CUST12101,Female,18.0,46413.0,Luxury,Married,Yes,Bachelor,700.0,No
CUST12459,Female,37.0,40203.0,SUV,Married,Yes,High School,581.0,Yes
CUST13617,Male,30.0,29875.0,Sedan,Divorced,No,Bachelor,718.0,Yes
CUST13734,Male,58.0,24467.0,Sedan,Single,No,High School,681.0,No
CUST10869,Female,42.0,60642.0,Luxury,Married,Yes,Bachelor,696.0,No
CUST12765,Female,27.0,31231.0,Truck,Widowed,No,High School,802.0,No
CUST11042,Female,44.0,46831.0,Hatchback,Divorced,Yes,Master,690.0,Yes
CUST11726,Male,41.0,50631.0,Hatchback,Single,No,Master,629.0,Yes
CUST10356,Male,27.0,20932.0,SUV,Married,Yes,High School,631.0,Yes
CUST11162,Male,37.0,25505.0,Hatchback,Married,Yes,Bachelor,697.0,No
CUST12812,Male,43.0,43444.0,Hatchback,Married,Yes,PhD,719.0,Yes
CUST11270,Male,42.0,44372.0,SUV,Single,No,Master,632.0,Yes
CUST11305,Male,45.0,23135.0,Sedan,Married,Yes,Master,738.0,No
CUST11620,Male,37.0,50804.0,SUV,Divorced,Yes,Bachelor,726.0,Yes
CUST12170,Female,50.0,30136.0,Sedan,Married,No,Bachelor,787.0,No
CUST13606,Male,25.0,36395.0,Truck,Married,Yes,High School,732.0,Yes
CUST13702,Male,27.0,69295.0,SUV,Married,No,Bachelor,660.0,No
CUST13398,Female,38.0,62594.0,SUV,Married,No,Bachelor,806.0,Yes
CUST14226,Male,39.0,50973.0,Sedan,Married,Yes,Bachelor,648.0,Yes
CUST10332,Male,42.0,44630.0,SUV,Married,Yes,Bachelor,600.0,Yes
CUST14716,Female,55.0,31973.0,Hatchback,Single,No,High School,811.0,No
CUST14472,Female,21.0,83988.0,Sedan,Divorced,Yes,PhD,625.0,Yes
CUST13371,Female,27.0,43463.0,Luxury,Married,Yes,Bachelor,781.0,Yes
CUST11258,Male,60.0,,Truck,Single,No,High School,697.0,No
CUST14638,Female,44.0,21201.0,Sedan,Single,Yes,High School,743.0,No
CUST11684,Female,40.0,29733.0,Sedan,Single,No,Bachelor,732.0,Yes
CUST11116,Female,49.0,35792.0,Truck,Married,Yes,Master,699.0,Yes
CUST11912,Female,56.0,32248.0,SUV,Single,No,Bachelor,693.0,No
CUST13614,Male,44.0,22136.0,Luxury,Single,No,Master,764.0,No
CUST12561,Female,41.0,64276.0,Hatchback,Married,Yes,Bachelor,721.0,Yes
CUST12509,Male,19.0,44146.0,Luxury,Married,Yes,Master,624.0,No
CUST13321,Female,52.0,60329.0,SUV,Married,No,Master,578.0,No
CUST12441,Female,43.0,52118.0,SUV,Married,Yes,Bachelor,820.0,Yes
CUST10445,Female,59.0,59131.0,SUV,Married,Yes,High School,686.0,Yes
CUST12505,Male,37.0,24825.0,SUV,Married,Yes,Master,660.0,Yes
CUST10452,Male,36.0,50319.0,Truck,Married,Yes,Bachelor,656.0,Yes
CUST13914,Female,45.0,24495.0,Hatchback,Single,No,Master,709.0,Yes
CUST14467,Female,23.0,30348.0,SUV,Divorced,No,Master,643.0,Yes
CUST13878,Female,55.0,42167.0,SUV,Single,Yes,Bachelor,720.0,Yes
CUST10014,Male,35.0,33021.0,SUV,Married,Yes,Bachelor,747.0,Yes
CUST13865,Female,28.0,26970.0,SUV,Married,Yes,High School,637.0,Yes
CUST10945,Female,51.0,30151.0,Luxury,Single,No,Master,716.0,Yes
CUST10247,Male,33.0,50577.0,Truck,Married,Yes,Bachelor,627.0,Yes
CUST13273,Male,36.0,36234.0,Luxury,Married,Yes,High School,650.0,No
CUST10360,Male,41.0,39769.0,Sedan,Divorced,No,Bachelor,735.0,Yes
CUST14690,Male,30.0,54135.0,SUV,Married,Yes,Master,706.0,Yes
CUST11590,Male,70.0,29370.0,Sedan,Married,No,Bachelor,686.0,No
CUST14137,Female,36.0,31787.0,SUV,Single,No,Master,661.0,Yes
CUST12342,Female,50.0,36192.0,SUV,Married,Yes,Bachelor,654.0,Yes
CUST11424,Female,47.0,27086.0,Sedan,Married,Yes,Bachelor,730.0,Yes
CUST13754,Male,52.0,34999.0,Sedan,Single,No,High School,,Yes
CUST14935,Male,33.0,41675.0,Hatchback,Married,Yes,Master,736.0,No
CUST13550,Male,44.0,53069.0,SUV,Divorced,No,Bachelor,755.0,Yes
CUST14466,Male,50.0,59655.0,Sedan,Divorced,No,Bachelor,679.0,No
CUST14921,Male,53.0,31838.0,Hatchback,Single,No,Bachelor,699.0,Yes
CUST12902,Male,20.0,31153.0,Luxury,Married,No,Bachelor,668.0,No
CUST10490,Male,42.0,30966.0,SUV,Married,Yes,Bachelor,700.0,Yes
CUST10862,Male,45.0,48435.0,SUV,Married,No,Bachelor,702.0,Yes
CUST13199,Female,56.0,24474.0,Luxury,Single,Yes,Bachelor,721.0,No
CUST12503,Female,48.0,27021.0,SUV,Married,Yes,Bachelor,637.0,No
CUST12186,Female,44.0,40136.0,Hatchback,Married,Yes,High School,485.0,No
CUST12488,Male,35.0,38798.0,SUV,Married,Yes,High School,697.0,No
CUST11675,Male,37.0,37946.0,SUV,Married,Yes,Bachelor,582.0,Yes
CUST10506,Male,36.0,25001.0,SUV,Single,Yes,Master,660.0,No
CUST14024,Male,25.0,20000.0,SUV,Married,Yes,PhD,653.0,Yes
CUST10025,Male,33.0,56109.0,Hatchback,Divorced,No,Bachelor,701.0,Yes
CUST13165,Male,60.0,52927.0,SUV,Married,No,High School,737.0,Yes
CUST11222,Female,38.0,27304.0,SUV,Married,Yes,Master,740.0,Yes
CUST11113,Female,27.0,36538.0,Luxury,Single,No,Master,608.0,No
CUST14352,Female,21.0,20000.0,SUV,Divorced,Yes,Bachelor,636.0,No
CUST13481,Male,43.0,21546.0,Hatchback,Single,No,Bachelor,643.0,No
CUST14478,Female,26.0,34772.0,Sedan,Married,Yes,Master,596.0,Yes
CUST14706,Female,32.0,50679.0,Truck,Divorced,Yes,Bachelor,636.0,Yes
CUST10433,Female,31.0,38229.0,SUV,Divorced,No,Master,636.0,No
